University,Faculty,Department,City,Type,Founded_Year
egypt-japan university of science and technology,Faculty of Law,International Law,New Borg El Arab,National,2010.0
egypt-japan university of science and technology,Faculty of Law,Criminal Law,New Borg El Arab,National,2010.0
egypt-japan university of science and technology,Faculty of Arts,English Language & Literature,New Borg El Arab,National,2010.0
egypt-japan university of science and technology,Faculty of Arts,Arabic,New Borg El Arab,National,2010.0
egypt-japan university of science and technology,Faculty of Arts,History,New Borg El Arab,National,2010.0
egypt-japan university of science and technology,Faculty of Arts,Philosophy,New Borg El Arab,National,2010.0
egypt-japan university of science and technology,Faculty of Arts,Psychology,New Borg El Arab,National,2010.0
egypt-japan university of science and technology,Faculty of Pharmacy,Pharmaceutical Chemistry,New Borg El Arab,National,2010.0
egypt-japan university of science and technology,Faculty of Pharmacy,Pharmacology,New Borg El Arab,National,2010.0
egypt-japan university of science and technology,Faculty of Pharmacy,Pharmaceutics,New Borg El Arab,National,2010.0
egypt-japan university of science and technology,Faculty of Pharmacy,Microbiology,New Borg El Arab,National,2010.0
egypt-japan university of science and technology,Faculty of Computers and Information,Computer Science,New Borg El Arab,National,2010.0
egypt-japan university of science and technology,Faculty of Computers and Information,Information Systems,New Borg El Arab,National,2010.0
egypt-japan university of science and technology,Faculty of Computers and Information,Software Engineering,New Borg El Arab,National,2010.0
egypt-japan university of science and technology,Faculty of Mass Communication,Journalism,New Borg El Arab,National,2010.0
egypt-japan university of science and technology,Faculty of Mass Communication,Radio & TV,New Borg El Arab,National,2010.0
egypt-japan university of science and technology,Faculty of Mass Communication,Public Relations,New Borg El Arab,National,2010.0
egypt-japan university of science and technology,Faculty of Mass Communication,Advertising,New Borg El Arab,National,2010.0
egypt-japan university of science and technology,Faculty of Nursing,Medical-Surgical Nursing,New Borg El Arab,National,2010.0
egypt-japan university of science and technology,Faculty of Nursing,Pediatric Nursing,New Borg El Arab,National,2010.0
egypt-japan university of science and technology,Faculty of Nursing,Psychiatric Nursing,New Borg El Arab,National,2010.0
egypt-japan university of science and technology,Faculty of Physiotherapy,Orthopedics,New Borg El Arab,National,2010.0
egypt-japan university of science and technology,Faculty of Physiotherapy,Neurology,New Borg El Arab,National,2010.0
egypt-japan university of science and technology,Faculty of Physiotherapy,Cardiopulmonary,New Borg El Arab,National,2010.0
egypt-japan university of science and technology,Faculty of Physiotherapy,Pediatrics,New Borg El Arab,National,2010.0
egypt-japan university of science and technology,Faculty of Oral and Dental Medicine,Conservative Dentistry,New Borg El Arab,National,2010.0
egypt-japan university of science and technology,Faculty of Oral and Dental Medicine,Orthodontics,New Borg El Arab,National,2010.0
egypt-japan university of science and technology,Faculty of Oral and Dental Medicine,Oral Surgery,New Borg El Arab,National,2010.0
egypt-japan university of science and technology,Faculty of Oral and Dental Medicine,Periodontology,New Borg El Arab,National,2010.0
egypt-japan university of science and technology,Faculty of Veterinary Medicine,Anatomy,New Borg El Arab,National,2010.0
egypt-japan university of science and technology,Faculty of Veterinary Medicine,Physiology,New Borg El Arab,National,2010.0
egypt-japan university of science and technology,Faculty of Veterinary Medicine,Pathology,New Borg El Arab,National,2010.0
egypt-japan university of science and technology,Faculty of Veterinary Medicine,Surgery,New Borg El Arab,National,2010.0
egypt-japan university of science and technology,Faculty of Veterinary Medicine,Public Health,New Borg El Arab,National,2010.0
egypt-japan university of science and technology,Faculty of Dar El-Ulum,Islamic Studies,New Borg El Arab,National,2010.0
egypt-japan university of science and technology,Faculty of Dar El-Ulum,Arabic Language,New Borg El Arab,National,2010.0
egypt-japan university of science and technology,Faculty of Dar El-Ulum,Quran Sciences,New Borg El Arab,National,2010.0
egypt-japan university of science and technology,Faculty of Dar El-Ulum,Theology,New Borg El Arab,National,2010.0
egypt-japan university of science and technology,Faculty of Kindergarten,Early Childhood Education,New Borg El Arab,National,2010.0
egypt-japan university of science and technology,Faculty of Kindergarten,Child Psychology,New Borg El Arab,National,2010.0
egypt-japan university of science and technology,Faculty of Kindergarten,Curriculum Development,New Borg El Arab,National,2010.0
egyptian chinese university,Faculty of Medicine,Internal Medicine,Cairo,Private,2016.0
egyptian chinese university,Faculty of Medicine,Surgery,Cairo,Private,2016.0
egyptian chinese university,Faculty of Medicine,Pediatrics,Cairo,Private,2016.0
egyptian chinese university,Faculty of Medicine,Obstetrics & Gynecology,Cairo,Private,2016.0
egyptian chinese university,Faculty of Medicine,Pharmacology,Cairo,Private,2016.0
egyptian chinese university,Faculty of Medicine,Anatomy,Cairo,Private,2016.0
egyptian chinese university,Faculty of Engineering,Civil Engineering,Cairo,Private,2016.0
egyptian chinese university,Faculty of Engineering,Mechanical Engineering,Cairo,Private,2016.0
egyptian chinese university,Faculty of Engineering,Electrical Engineering,Cairo,Private,2016.0
egyptian chinese university,Faculty of Engineering,Architecture,Cairo,Private,2016.0
egyptian chinese university,Faculty of Engineering,Computer Engineering,Cairo,Private,2016.0
egyptian chinese university,Faculty of Science,Mathematics,Cairo,Private,2016.0
egyptian chinese university,Faculty of Science,Physics,Cairo,Private,2016.0
egyptian chinese university,Faculty of Science,Chemistry,Cairo,Private,2016.0
egyptian chinese university,Faculty of Science,Geology,Cairo,Private,2016.0
egyptian chinese university,Faculty of Science,Botany,Cairo,Private,2016.0
egyptian chinese university,Faculty of Science,Zoology,Cairo,Private,2016.0
egyptian chinese university,Faculty of Agriculture,Agronomy,Cairo,Private,2016.0
egyptian chinese university,Faculty of Agriculture,Horticulture,Cairo,Private,2016.0
egyptian chinese university,Faculty of Agriculture,Animal Production,Cairo,Private,2016.0
egyptian chinese university,Faculty of Agriculture,Soil Science,Cairo,Private,2016.0
egyptian chinese university,Faculty of Agriculture,Plant Pathology,Cairo,Private,2016.0
egyptian chinese university,Faculty of Commerce,Accounting,Cairo,Private,2016.0
egyptian chinese university,Faculty of Commerce,Business Administration,Cairo,Private,2016.0
egyptian chinese university,Faculty of Commerce,Economics,Cairo,Private,2016.0
egyptian chinese university,Faculty of Commerce,Statistics,Cairo,Private,2016.0
egyptian chinese university,Faculty of Law,Public Law,Cairo,Private,2016.0
egyptian chinese university,Faculty of Law,Private Law,Cairo,Private,2016.0
egyptian chinese university,Faculty of Law,International Law,Cairo,Private,2016.0
egyptian chinese university,Faculty of Law,Criminal Law,Cairo,Private,2016.0
egyptian chinese university,Faculty of Arts,English Language & Literature,Cairo,Private,2016.0
egyptian chinese university,Faculty of Arts,Arabic,Cairo,Private,2016.0
egyptian chinese university,Faculty of Arts,History,Cairo,Private,2016.0
egyptian chinese university,Faculty of Arts,Philosophy,Cairo,Private,2016.0
egyptian chinese university,Faculty of Arts,Psychology,Cairo,Private,2016.0
egyptian chinese university,Faculty of Pharmacy,Pharmaceutical Chemistry,Cairo,Private,2016.0
egyptian chinese university,Faculty of Pharmacy,Pharmacology,Cairo,Private,2016.0
egyptian chinese university,Faculty of Pharmacy,Pharmaceutics,Cairo,Private,2016.0
egyptian chinese university,Faculty of Pharmacy,Microbiology,Cairo,Private,2016.0
egyptian chinese university,Faculty of Computers and Information,Computer Science,Cairo,Private,2016.0
egyptian chinese university,Faculty of Computers and Information,Information Systems,Cairo,Private,2016.0
egyptian chinese university,Faculty of Computers and Information,Software Engineering,Cairo,Private,2016.0
egyptian chinese university,Faculty of Mass Communication,Journalism,Cairo,Private,2016.0
egyptian chinese university,Faculty of Mass Communication,Radio & TV,Cairo,Private,2016.0
egyptian chinese university,Faculty of Mass Communication,Public Relations,Cairo,Private,2016.0
egyptian chinese university,Faculty of Mass Communication,Advertising,Cairo,Private,2016.0
egyptian chinese university,Faculty of Nursing,Medical-Surgical Nursing,Cairo,Private,2016.0
egyptian chinese university,Faculty of Nursing,Pediatric Nursing,Cairo,Private,2016.0
egyptian chinese university,Faculty of Nursing,Psychiatric Nursing,Cairo,Private,2016.0
egyptian chinese university,Faculty of Physiotherapy,Orthopedics,Cairo,Private,2016.0
egyptian chinese university,Faculty of Physiotherapy,Neurology,Cairo,Private,2016.0
egyptian chinese university,Faculty of Physiotherapy,Cardiopulmonary,Cairo,Private,2016.0
egyptian chinese university,Faculty of Physiotherapy,Pediatrics,Cairo,Private,2016.0
egyptian chinese university,Faculty of Oral and Dental Medicine,Conservative Dentistry,Cairo,Private,2016.0
egyptian chinese university,Faculty of Oral and Dental Medicine,Orthodontics,Cairo,Private,2016.0
egyptian chinese university,Faculty of Oral and Dental Medicine,Oral Surgery,Cairo,Private,2016.0
egyptian chinese university,Faculty of Oral and Dental Medicine,Periodontology,Cairo,Private,2016.0
egyptian chinese university,Faculty of Veterinary Medicine,Anatomy,Cairo,Private,2016.0
egyptian chinese university,Faculty of Veterinary Medicine,Physiology,Cairo,Private,2016.0
egyptian chinese university,Faculty of Veterinary Medicine,Pathology,Cairo,Private,2016.0
egyptian chinese university,Faculty of Veterinary Medicine,Surgery,Cairo,Private,2016.0
egyptian chinese university,Faculty of Veterinary Medicine,Public Health,Cairo,Private,2016.0
egyptian chinese university,Faculty of Dar El-Ulum,Islamic Studies,Cairo,Private,2016.0
egyptian chinese university,Faculty of Dar El-Ulum,Arabic Language,Cairo,Private,2016.0
egyptian chinese university,Faculty of Dar El-Ulum,Quran Sciences,Cairo,Private,2016.0
egyptian chinese university,Faculty of Dar El-Ulum,Theology,Cairo,Private,2016.0
egyptian chinese university,Faculty of Kindergarten,Early Childhood Education,Cairo,Private,2016.0
egyptian chinese university,Faculty of Kindergarten,Child Psychology,Cairo,Private,2016.0
egyptian chinese university,Faculty of Kindergarten,Curriculum Development,Cairo,Private,2016.0
egyptian russian university,Faculty of Medicine,Internal Medicine,Badr,Private,2006.0
egyptian russian university,Faculty of Medicine,Surgery,Badr,Private,2006.0
egyptian russian university,Faculty of Medicine,Pediatrics,Badr,Private,2006.0
egyptian russian university,Faculty of Medicine,Obstetrics & Gynecology,Badr,Private,2006.0
egyptian russian university,Faculty of Medicine,Pharmacology,Badr,Private,2006.0
egyptian russian university,Faculty of Medicine,Anatomy,Badr,Private,2006.0
egyptian russian university,Faculty of Engineering,Civil Engineering,Badr,Private,2006.0
egyptian russian university,Faculty of Engineering,Mechanical Engineering,Badr,Private,2006.0
egyptian russian university,Faculty of Engineering,Electrical Engineering,Badr,Private,2006.0
egyptian russian university,Faculty of Engineering,Architecture,Badr,Private,2006.0
egyptian russian university,Faculty of Engineering,Computer Engineering,Badr,Private,2006.0
egyptian russian university,Faculty of Science,Mathematics,Badr,Private,2006.0
egyptian russian university,Faculty of Science,Physics,Badr,Private,2006.0
egyptian russian university,Faculty of Science,Chemistry,Badr,Private,2006.0
